id,job,gender,hhi,age,region,survived
3746,unemployed,male,59000,38,northwest,False
3747,unemployed,female,104000,25,southwest,True
3748,engineer,male,30000,23,midwest,True
3749,engineer,male,73000,36,midwest,False
3750,construction,female,122000,22,northwest,False
3751,law,male,74000,38,southeast,False
3752,law,female,77000,28,southeast,False
3753,engineer,male,62000,47,northeast,False
3754,unemployed,female,48000,48,southeast,True
3755,unemployed,female,113000,47,northwest,True
3756,engineer,female,41000,26,southwest,False
3757,engineer,female,101000,38,midwest,False
3758,health,male,51000,44,central,False
3759,unemployed,male,90000,29,southeast,False
3760,construction,female,34000,44,southwest,False
3761,construction,male,49000,43,southwest,True
3762,engineer,female,54000,38,southeast,True
3763,engineer,female,52000,29,midwest,True
3764,engineer,male,78000,37,midwest,False
3765,health,female,73000,28,northwest,False
3766,construction,male,47000,31,central,True
3767,law,female,130000,44,northwest,False
3768,law,female,34000,25,southeast,False
3769,law,female,127000,20,central,False
3770,engineer,female,39000,28,central,False
3771,engineer,male,96000,28,northeast,True
3772,engineer,female,94000,22,northeast,False
3773,engineer,male,89000,46,northeast,True
3774,law,female,130000,48,southwest,False
3775,construction,female,53000,45,southwest,True
3776,health,female,70000,48,central,True
3777,unemployed,female,98000,42,central,False
3778,construction,male,93000,22,northwest,False
3779,unemployed,female,45000,32,central,False
3780,engineer,female,37000,48,central,True
3781,engineer,female,86000,23,southeast,False
3782,law,male,74000,36,southeast,False
3783,engineer,male,31000,36,central,False
3784,health,female,74000,30,central,True
3785,engineer,female,65000,40,central,True
3786,unemployed,male,129000,25,southwest,True
3787,law,male,83000,38,southeast,False
3788,law,male,118000,40,northwest,False
3789,unemployed,male,35000,46,midwest,True
3790,law,male,68000,31,southwest,True
3791,unemployed,female,71000,45,northwest,False
3792,engineer,female,117000,32,northeast,True
3793,engineer,female,102000,41,northeast,True
3794,unemployed,female,42000,28,northeast,False
3795,engineer,female,97000,35,midwest,False
3796,law,female,55000,34,northwest,False
3797,health,female,125000,43,northwest,True
3798,engineer,male,60000,26,southeast,False
3799,engineer,female,79000,34,northeast,False
3800,engineer,male,120000,22,central,False
3801,health,female,52000,28,central,False
3802,law,female,98000,31,southwest,True
3803,construction,female,82000,24,southwest,False
3804,unemployed,female,62000,30,central,False
3805,engineer,male,77000,43,southwest,False
3806,health,female,111000,44,northeast,True
3807,engineer,male,61000,46,northeast,False
3808,law,male,117000,49,northeast,True
3809,unemployed,male,62000,24,northeast,False
3810,engineer,female,112000,46,northwest,True
3811,engineer,male,45000,21,midwest,False
3812,health,female,89000,42,southwest,True
3813,engineer,female,83000,23,northwest,False
3814,unemployed,female,128000,27,northwest,False
3815,engineer,female,62000,28,northeast,True
3816,unemployed,male,98000,26,central,False
3817,engineer,male,126000,40,northwest,True
3818,construction,male,104000,43,southeast,False
3819,unemployed,male,64000,39,northwest,False
3820,engineer,male,110000,45,northeast,False
3821,construction,male,128000,37,southwest,False
3822,engineer,male,83000,21,northwest,True
3823,unemployed,female,46000,49,southeast,True
3824,law,female,72000,27,southwest,False
3825,unemployed,male,78000,32,northwest,False
3826,law,female,96000,31,central,True
3827,law,male,69000,45,northwest,False
3828,engineer,female,114000,39,midwest,False
3829,unemployed,female,95000,42,northwest,True
3830,health,female,52000,38,central,True
3831,health,male,69000,24,southeast,True
3832,construction,male,96000,24,southeast,False
3833,law,male,99000,35,midwest,True
3834,health,male,47000,43,southwest,True
3835,construction,female,63000,22,central,False
3836,construction,male,37000,35,northeast,False
3837,engineer,male,95000,47,central,False
3838,engineer,female,82000,31,midwest,False
3839,construction,male,53000,26,southwest,False
3840,engineer,male,63000,42,northeast,False
3841,engineer,female,81000,38,southwest,False
3842,engineer,male,44000,43,central,True
3843,unemployed,male,44000,24,northwest,False
3844,engineer,male,127000,46,central,True
3845,unemployed,male,48000,40,southeast,False
3846,unemployed,male,101000,39,northwest,True
3847,construction,female,51000,29,northwest,False
3848,construction,female,104000,45,southeast,False
3849,law,male,59000,34,southeast,False
3850,health,female,81000,44,midwest,True
3851,unemployed,male,68000,21,southeast,False
3852,engineer,male,95000,47,northwest,False
3853,engineer,female,126000,39,southwest,True
3854,engineer,female,118000,22,northwest,True
3855,law,female,121000,47,northeast,False
3856,engineer,female,129000,44,northeast,True
3857,unemployed,male,119000,45,northwest,False
3858,unemployed,female,127000,25,southwest,False
3859,construction,female,96000,36,northeast,True
3860,construction,male,104000,46,midwest,False
3861,engineer,female,98000,33,central,True
3862,law,female,66000,50,midwest,True
3863,unemployed,male,82000,31,northeast,False
3864,construction,male,128000,23,midwest,True
3865,engineer,female,34000,31,midwest,False
3866,engineer,female,69000,32,southwest,False
3867,law,male,100000,32,northeast,True
3868,construction,female,122000,29,northwest,False
3869,engineer,male,78000,46,central,True
3870,construction,male,100000,26,central,False
3871,law,female,105000,21,midwest,False
3872,engineer,female,85000,24,northeast,False
3873,construction,male,51000,36,northwest,False
3874,engineer,female,94000,44,southeast,False
3875,law,male,89000,42,southwest,False
3876,engineer,male,113000,43,northeast,False
3877,engineer,female,64000,36,southwest,False
3878,law,male,82000,28,northeast,False
3879,engineer,female,114000,36,central,False
3880,construction,female,31000,34,northwest,False
3881,engineer,male,129000,46,southwest,False
3882,engineer,male,40000,49,northeast,False
3883,engineer,female,96000,47,central,False
3884,law,female,74000,32,northwest,True
3885,construction,male,62000,49,midwest,True
3886,construction,female,120000,49,northwest,True
3887,law,female,34000,22,northwest,True
3888,engineer,female,38000,43,southeast,True
3889,unemployed,female,32000,47,southwest,False
3890,construction,female,49000,46,central,False
3891,engineer,female,67000,32,northeast,True
3892,engineer,female,63000,37,northwest,False
3893,engineer,male,116000,31,southeast,True
3894,unemployed,female,102000,46,northeast,False
3895,unemployed,female,57000,43,northwest,True
3896,unemployed,female,64000,40,northeast,False
3897,health,male,108000,36,southwest,False
3898,unemployed,male,84000,25,southwest,True
3899,unemployed,male,102000,31,midwest,True
3900,engineer,male,103000,25,midwest,False
3901,unemployed,male,65000,40,southeast,True
3902,construction,female,105000,47,central,False
3903,health,female,65000,30,northwest,False
3904,unemployed,female,34000,36,central,False
3905,construction,male,37000,48,southeast,True
3906,health,male,120000,23,central,False
3907,construction,female,72000,42,midwest,True
3908,construction,male,95000,31,southeast,False
3909,construction,male,53000,27,northeast,True
3910,unemployed,female,100000,30,northwest,False
3911,engineer,male,110000,45,southeast,True
3912,engineer,male,115000,31,midwest,False
3913,law,female,57000,37,southwest,False
3914,engineer,female,47000,49,northwest,False
3915,unemployed,male,81000,36,southwest,False
3916,unemployed,male,32000,44,southwest,False
3917,engineer,male,100000,30,northeast,False
3918,construction,female,32000,35,northeast,True
3919,engineer,female,80000,24,southwest,False
3920,construction,male,99000,22,southwest,False
3921,engineer,female,68000,31,midwest,False
3922,engineer,female,86000,22,southeast,False
3923,engineer,male,50000,48,midwest,False
3924,law,female,39000,34,northeast,False
3925,construction,male,126000,49,southwest,True
3926,engineer,female,84000,39,southeast,True
3927,law,male,65000,49,midwest,True
3928,engineer,female,104000,46,central,True
3929,law,female,56000,38,northwest,False
3930,health,female,44000,39,southeast,True
3931,unemployed,female,68000,25,northeast,True
3932,law,male,124000,45,southwest,False
3933,engineer,male,121000,32,central,False
3934,construction,male,121000,29,southwest,False
3935,construction,female,69000,29,midwest,False
3936,unemployed,female,40000,50,central,False
3937,law,male,33000,29,central,False
3938,engineer,male,102000,42,central,False
3939,construction,female,114000,28,midwest,False
3940,construction,male,110000,22,northwest,False
3941,construction,male,61000,42,central,True
3942,engineer,female,94000,48,central,False
3943,engineer,male,92000,48,southeast,False
3944,construction,female,102000,43,southeast,True
3945,engineer,female,84000,47,southeast,False
3946,construction,male,92000,44,central,False
3947,construction,female,52000,25,northeast,True
3948,health,male,88000,42,northeast,False
3949,unemployed,female,89000,31,central,False
3950,law,male,96000,28,southeast,True
3951,health,male,124000,33,southeast,True
3952,law,female,123000,23,southeast,False
3953,construction,male,60000,28,northwest,False
3954,engineer,male,101000,41,southeast,False
3955,engineer,male,115000,25,southwest,False
3956,engineer,male,93000,37,midwest,False
3957,engineer,female,102000,50,northwest,True
3958,law,male,88000,50,northwest,False
3959,unemployed,male,70000,37,midwest,False
3960,engineer,male,84000,47,midwest,True
3961,engineer,female,101000,32,southeast,True
3962,unemployed,female,102000,36,southwest,True
3963,engineer,male,74000,36,southwest,True
3964,health,male,111000,24,northwest,False
3965,construction,male,52000,30,southwest,False
3966,law,female,81000,38,northeast,True
3967,engineer,female,123000,20,northwest,True
3968,health,female,37000,40,northeast,True
3969,construction,female,30000,37,southeast,False
3970,law,male,86000,22,northwest,False
3971,construction,female,91000,45,northwest,False
3972,unemployed,male,90000,23,northeast,True
3973,unemployed,male,36000,21,northwest,False
3974,law,male,43000,22,northwest,False
3975,unemployed,male,67000,39,northwest,False
3976,construction,female,94000,25,southwest,True
3977,health,male,82000,44,central,True
3978,unemployed,male,71000,47,northeast,True
3979,engineer,male,82000,37,northwest,True
3980,law,female,127000,27,central,False
3981,law,male,115000,36,northwest,False
3982,unemployed,female,108000,49,northeast,False
3983,law,female,110000,25,central,False
3984,engineer,female,76000,34,southwest,False
3985,engineer,male,111000,30,southeast,True
3986,engineer,female,96000,23,northwest,False
3987,engineer,female,112000,28,northeast,False
3988,construction,male,41000,23,midwest,False
3989,unemployed,male,114000,49,midwest,True
3990,construction,female,109000,33,midwest,False
3991,law,male,68000,34,southeast,False
3992,engineer,male,76000,44,southwest,False
3993,law,male,34000,30,southwest,False
3994,construction,female,50000,26,northeast,False
3995,law,female,77000,36,southeast,False
3996,unemployed,male,111000,43,northeast,True
3997,unemployed,female,57000,22,southwest,False
3998,health,male,99000,32,midwest,False
3999,engineer,female,106000,50,midwest,False
4000,engineer,female,61000,34,southeast,True
4001,unemployed,female,41000,36,central,False
4002,engineer,female,76000,35,northeast,False
4003,construction,male,103000,45,southeast,True
4004,law,female,30000,43,southwest,False
4005,law,female,77000,47,southeast,True
4006,health,female,89000,42,central,False
4007,unemployed,female,84000,26,southwest,False
4008,construction,male,81000,49,central,True
